,index,name,categories,type,unit,database,code,cast iron | market for cast iron | GLO | kilogram | test,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | test","aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | test","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | test",zinc | market for zinc | GLO | kilogram | test
0,Score,,,,,,,8.124424040632809,1718.4204818647709,9603.852159436121,1004.545908524753,4.722908678722328
1,Rest (+),,,,,,,0.5083953362807501,55.90019344216853,486.019648808342,53.50610008319734,0.18426871512048937
3,"Carbon dioxide, fossil | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | aa7cac3a-3625-41d4-bc54-33e2cf11ec46","Carbon dioxide, fossil","('air', 'non-urban air or from high stacks')",emission,kg CO2-Eq,biosphere3,aa7cac3a-3625-41d4-bc54-33e2cf11ec46,2.5173914095673138,456.514035512312,5572.683855541172,208.74910168168796,2.7448721747722646
4,"Carbon dioxide, fossil | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | f9749677-9c9f-4678-ab55-c607dfdc2cb9","Carbon dioxide, fossil","('air', 'urban air close to ground')",emission,kg CO2-Eq,biosphere3,f9749677-9c9f-4678-ab55-c607dfdc2cb9,,168.48059023108004,1416.9277312465301,532.5683020210702,0.4861493163475453
5,"Methane, fossil | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 70ef743b-3ed5-4a6d-b192-fb6d62378555","Methane, fossil","('air', 'non-urban air or from high stacks')",emission,kg CO2-Eq,biosphere3,70ef743b-3ed5-4a6d-b192-fb6d62378555,1.0385680401096549,195.90387783109162,1196.0818935764767,,0.31288339465610504
6,"Carbon dioxide, fossil | ('air',) | emission | kilogram | biosphere3 | 349b29d1-3e58-4c66-98b9-9d1a076efd2e","Carbon dioxide, fossil","('air',)",emission,kg CO2-Eq,biosphere3,349b29d1-3e58-4c66-98b9-9d1a076efd2e,4.060069254675089,841.6217848481188,932.1390302635966,51.72016229144082,0.7328622803068059
7,"Methane, fossil | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 5f7aad3d-566c-4d0d-ad59-e765f971aa0f","Methane, fossil","('air', 'urban air close to ground')",emission,kg CO2-Eq,biosphere3,5f7aad3d-566c-4d0d-ad59-e765f971aa0f,,,,158.00224244735662,
8,"Carbon dioxide, non-fossil | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 73ed05cc-9727-4abf-9516-4b5c0fe54a16","Carbon dioxide, non-fossil","('air', 'urban air close to ground')",emission,kg CO2-Eq,biosphere3,73ed05cc-9727-4abf-9516-4b5c0fe54a16,,,,,0.26187279751911885
