,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?",copper-rich materials | market for copper-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?,lithium | market for lithium | GLO | kilogram | ecoinvent 3;9 ?,manganese | market for manganese | GLO | kilogram | ecoinvent 3;9 ?,nickel-rich materials | market for nickel-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"phosphoric acid, industrial grade, without water, in 85% solution state | market for phosphoric acid, industrial grade, without water, in 85% solution state | GLO | kilogram | ecoinvent 3;9 ?"
0,Score,,,,,,,0.00013618776762800458,6.182099622029344e-07,0.0008014292479079797,7.610901935045392e-05,3.6082514760303045e-05,1.9411832834001487e-07,7.44762145531826e-05,3.1252586651253717e-06,2.596090266407026e-05,4.169952962958929e-06
1,Rest (+),,,,,,,3.064849478768838e-05,9.351253785096243e-08,0.00010920509783492855,1.2758034309309356e-05,4.944608054226143e-06,3.1682781500647723e-08,1.3905021258023346e-05,3.6176387513641043e-07,1.7151222950906833e-06,4.5435767326505474e-07
3,"Particulate Matter, < 2.5 um | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 230d8a0a-517c-43fe-8357-1818dd12997a","Particulate Matter, < 2.5 um","('air', 'urban air close to ground')",emission,disease incidence,biosphere3,230d8a0a-517c-43fe-8357-1818dd12997a,4.550347070592157e-05,1.7161377999784802e-07,0.00039546803794050756,1.0022051203037974e-05,1.570716824538987e-05,2.601310959835148e-08,3.8138860903678586e-05,1.398620552317254e-06,2.117552669016772e-06,6.013643424131792e-07
4,"Particulate Matter, < 2.5 um | ('air',) | emission | kilogram | biosphere3 | 21e46cb8-6233-4c99-bac3-c41d2ab99498","Particulate Matter, < 2.5 um","('air',)",emission,disease incidence,biosphere3,21e46cb8-6233-4c99-bac3-c41d2ab99498,6.003580213439463e-05,3.090886930161553e-07,0.00016255899995345734,1.2383789150019882e-05,3.2990112052765105e-06,3.585561015982059e-08,8.975457380669373e-06,3.784446466707587e-07,1.720817400431931e-05,6.134702530759967e-07
5,"Sulfur dioxide | ('air',) | emission | kilogram | biosphere3 | fd7aa71c-508c-480d-81a6-8052aad92646",Sulfur dioxide,"('air',)",emission,disease incidence,biosphere3,fd7aa71c-508c-480d-81a6-8052aad92646,,,6.832843995394906e-05,7.247923188369437e-06,,4.0634984615698205e-08,4.266277020455748e-06,,1.711357026026929e-06,8.81238995163629e-07
6,"Sulfur dioxide | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 8c52f40c-69b7-4538-8923-b371523c71f5",Sulfur dioxide,"('air', 'urban air close to ground')",emission,disease incidence,biosphere3,8c52f40c-69b7-4538-8923-b371523c71f5,,,6.586867222513755e-05,,7.990412017275976e-06,1.0335444389951055e-08,9.19059799035557e-06,5.380545644088175e-07,,1.0838060521488788e-06
7,"Sulfur dioxide | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 78c3efe4-421c-4d30-82e4-b97ac5124993",Sulfur dioxide,"('air', 'non-urban air or from high stacks')",emission,disease incidence,biosphere3,78c3efe4-421c-4d30-82e4-b97ac5124993,,,,2.0418767369923837e-05,,,,,,3.0250263511047384e-07
8,"Ammonia | ('air',) | emission | kilogram | biosphere3 | 87883a4e-1e3e-4c9d-90c0-f1bea36f8014",Ammonia,"('air',)",emission,disease incidence,biosphere3,87883a4e-1e3e-4c9d-90c0-f1bea36f8014,,,,6.641390430242781e-06,,,,,,
9,"Particulate Matter, > 2.5 um and < 10um | ('air',) | emission | kilogram | biosphere3 | b967e1bf-f09b-4c89-8740-ace21db47bba","Particulate Matter, > 2.5 um and < 10um","('air',)",emission,disease incidence,biosphere3,b967e1bf-f09b-4c89-8740-ace21db47bba,,4.3994951337968554e-08,,6.637063699550643e-06,,2.600553250499063e-08,,,1.7386832910319516e-06,
10,"Particulate Matter, > 2.5 um and < 10um | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | ccb169c3-8aae-4727-89bb-a7dd122946f3","Particulate Matter, > 2.5 um and < 10um","('air', 'urban air close to ground')",emission,disease incidence,biosphere3,ccb169c3-8aae-4727-89bb-a7dd122946f3,,,,,4.141315238134547e-06,,,1.572192916402436e-07,,2.3321301178171535e-07
11,"Nitrogen oxides | ('air',) | emission | kilogram | biosphere3 | c1b91234-6f24-417b-8309-46111d09c457",Nitrogen oxides,"('air',)",emission,disease incidence,biosphere3,c1b91234-6f24-417b-8309-46111d09c457,,,,,,2.3590865570555172e-08,,,1.470013378584607e-06,
12,"Particulate Matter, < 2.5 um | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 66f50b33-fd62-4fdd-a373-c5b0de7de00d","Particulate Matter, < 2.5 um","('air', 'non-urban air or from high stacks')",emission,disease incidence,biosphere3,66f50b33-fd62-4fdd-a373-c5b0de7de00d,,,,,,,,2.911557349518879e-07,,
