,index,name,categories,type,unit,database,code,cast iron | market for cast iron | GLO | kilogram | test,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | test","aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | test","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | test",zinc | market for zinc | GLO | kilogram | test
0,Score,,,,,,,4.909929437191292,1629.445093768353,3987.7936727374085,332.42032658125737,106.68329226330162
1,Rest (+),,,,,,,1.183131129176978,444.0139419708257,643.9037935684032,51.354196993011726,13.159331063956529
2,Rest (-),,,,,,,-2.438774755971832e-07,-7.802128462990853e-05,-0.0017631718015126857,-7.80723262597919e-06,-4.3958787533977726e-07
3,"Arsenic ion | ('water', 'surface water') | emission | kilogram | biosphere3 | 8c8ffaa5-84ed-4668-ba7d-80fd0f47013f",Arsenic ion,"('water', 'surface water')",emission,"kg 1,4-DCB-Eq",biosphere3,8c8ffaa5-84ed-4668-ba7d-80fd0f47013f,0.4717562057650555,134.0725366011587,1646.1956778541232,43.66200815502565,6.906546706705023
4,"Zinc II | ('water', 'ground-, long-term') | emission | kilogram | biosphere3 | bdce3a7c-e008-4391-be26-285f71a02453",Zinc II,"('water', 'ground-, long-term')",emission,"kg 1,4-DCB-Eq",biosphere3,bdce3a7c-e008-4391-be26-285f71a02453,2.0657591334635903,726.4210596968596,1348.6703800295372,183.77817680690592,78.33662596943175
5,"Arsenic ion | ('water', 'ground-, long-term') | emission | kilogram | biosphere3 | e60edb16-3c74-415b-9aff-a22a6f49fecb",Arsenic ion,"('water', 'ground-, long-term')",emission,"kg 1,4-DCB-Eq",biosphere3,e60edb16-3c74-415b-9aff-a22a6f49fecb,0.6091397630838521,178.54447363651792,349.0255844571458,33.64656993104074,8.280788962796189
6,"Vanadium V | ('water', 'ground-, long-term') | emission | kilogram | biosphere3 | 41dbbe1f-06e1-4a34-8497-5986be8f9e51",Vanadium V,"('water', 'ground-, long-term')",emission,"kg 1,4-DCB-Eq",biosphere3,41dbbe1f-06e1-4a34-8497-5986be8f9e51,,146.3931598842755,,,
7,"Arsenic ion | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 7348af7c-e102-4a03-a0df-efce16469eed",Arsenic ion,"('air', 'non-urban air or from high stacks')",emission,"kg 1,4-DCB-Eq",biosphere3,7348af7c-e102-4a03-a0df-efce16469eed,,,,19.979382502506045,
8,"Zinc II | ('air',) | emission | kilogram | biosphere3 | 5ce378a0-b48d-471c-977d-79681521efde",Zinc II,"('air',)",emission,"kg 1,4-DCB-Eq",biosphere3,5ce378a0-b48d-471c-977d-79681521efde,0.5801434495792919,,,,
