,index,name,categories,type,unit,database,code,cast iron | market for cast iron | GLO | kilogram | test,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | test","aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | test","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | test",zinc | market for zinc | GLO | kilogram | test
0,Score,,,,,,,8.293018392046056e-07,0.0002374862123104355,0.0008269704769866494,0.00010045468284189349,1.7040082954130567e-06
1,Rest (+),,,,,,,2.823898489074468e-08,7.065650840597698e-06,4.503808428050267e-05,3.701081007922332e-06,4.848754462984117e-08
3,"Dinitrogen monoxide | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | afd6d670-bbb0-4625-9730-04088a5b035e",Dinitrogen monoxide,"('air', 'non-urban air or from high stacks')",emission,kg CFC-11-Eq,biosphere3,afd6d670-bbb0-4625-9730-04088a5b035e,3.2501051398884874e-07,8.162891235854541e-05,0.00043059847830564734,2.1308726833779195e-05,3.80121557985432e-07
4,"Dinitrogen monoxide | ('air',) | emission | kilogram | biosphere3 | 20185046-64bb-4c09-a8e7-e8a9e144ca98",Dinitrogen monoxide,"('air',)",emission,kg CFC-11-Eq,biosphere3,20185046-64bb-4c09-a8e7-e8a9e144ca98,2.6955996274292133e-07,7.022657425481222e-05,0.00022420204721201417,4.496650464645753e-05,9.271514066445062e-07
5,"Dinitrogen monoxide | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 6dc1b46f-ee89-4495-95c4-b8a637bcd6cb",Dinitrogen monoxide,"('air', 'urban air close to ground')",emission,kg CFC-11-Eq,biosphere3,6dc1b46f-ee89-4495-95c4-b8a637bcd6cb,2.0649237758209108e-07,7.856507485648016e-05,0.00012713186718848535,3.0478370353734427e-05,3.4824778615327726e-07
