,index,name,categories,type,unit,database,code,cast iron | market for cast iron | GLO | kilogram | test,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | test","aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | test","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | test",zinc | market for zinc | GLO | kilogram | test
0,Score,,,,,,,1.3446488643075383,343.27408758663853,851.5611686887486,473.35276394325876,0.8099201742122127
1,Rest (+),,,,,,,0.049429320556889644,12.872434735786157,44.154854186958914,3.4369537205017764,0.005107130371159174
3,"Coal, hard, unspecified | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | b6d0042d-0ef8-49ed-9162-a07ff1ccf750","Coal, hard, unspecified","('natural resource', 'in ground')",natural resource,kg oil-Eq,biosphere3,b6d0042d-0ef8-49ed-9162-a07ff1ccf750,0.8755286405867926,226.84183267405817,550.5793133738719,37.94214006220758,0.22498576020986474
4,"Oil, crude | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | 88d06db9-59a1-4719-9174-afeb1fa4026a","Oil, crude","('natural resource', 'in ground')",natural resource,kg oil-Eq,biosphere3,88d06db9-59a1-4719-9174-afeb1fa4026a,0.20719055578176046,59.128098363679676,128.101255738162,277.1436467972109,0.1662696619310438
5,"Gas, natural | ('natural resource', 'in ground') | natural resource | standard cubic meter | biosphere3 | 7c337428-fb1b-45c7-bbb2-2ee4d29e17ba","Gas, natural","('natural resource', 'in ground')",natural resource,kg oil-Eq,biosphere3,7c337428-fb1b-45c7-bbb2-2ee4d29e17ba,0.2125003473820955,44.431721813114486,128.72574538975587,154.83002336333848,0.3182851292577599
6,"Coal, brown | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | 024c9722-1e88-412b-8c4b-10c532be8dca","Coal, brown","('natural resource', 'in ground')",natural resource,kg oil-Eq,biosphere3,024c9722-1e88-412b-8c4b-10c532be8dca,,,,,0.09527249244238487
