,index,name,categories,type,unit,database,code,cast iron | market for cast iron | GLO | kilogram | test,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | test","aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | test","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | test",zinc | market for zinc | GLO | kilogram | test
0,Score,,,,,,,0.014460005791413589,3.8410414316290993,10.611309126996295,1.4723850886597178,0.016726823871043996
1,Rest (+),,,,,,,0.000792490919210468,0.06055367464555772,0.2655762975091118,0.07932701270297993,0.0011131873675213587
2,Rest (-),,,,,,,-2.3503983589370863e-08,-5.966199969512892e-06,-3.274481772442729e-06,-2.12108906420611e-06,-1.3007049886445295e-08
3,"Nitrogen oxides | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 77357947-ccc5-438e-9996-95e65e1e1bce",Nitrogen oxides,"('air', 'non-urban air or from high stacks')",emission,kg NOx-Eq,biosphere3,77357947-ccc5-438e-9996-95e65e1e1bce,0.005954840228195752,1.456914055394129,7.653092624626951,0.3867389630496792,0.004480205430085381
4,"Nitrogen oxides | ('air',) | emission | kilogram | biosphere3 | c1b91234-6f24-417b-8309-46111d09c457",Nitrogen oxides,"('air',)",emission,kg NOx-Eq,biosphere3,c1b91234-6f24-417b-8309-46111d09c457,0.006126311920797975,1.564255315495146,1.3714613296077596,0.18875856555071424,0.01113344408048714
5,"Nitrogen oxides | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | d068f3e2-b033-417b-a359-ca4f25da9731",Nitrogen oxides,"('air', 'urban air close to ground')",emission,kg NOx-Eq,biosphere3,d068f3e2-b033-417b-a359-ca4f25da9731,,0.3672869255953436,1.3211821497342489,0.708444784518425,
6,"NMVOC, non-methane volatile organic compounds | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 33b38ccb-593b-4b11-b965-10d747ba3556","NMVOC, non-methane volatile organic compounds","('air', 'non-urban air or from high stacks')",emission,kg NOx-Eq,biosphere3,33b38ccb-593b-4b11-b965-10d747ba3556,0.0015863862271929836,0.3920374266988924,,,
7,"NMVOC, non-methane volatile organic compounds | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 175baa64-d985-4c5e-84ef-67cc3a1cf952","NMVOC, non-methane volatile organic compounds","('air', 'urban air close to ground')",emission,kg NOx-Eq,biosphere3,175baa64-d985-4c5e-84ef-67cc3a1cf952,,,,0.10911788392698399,
