,index,name,categories,type,unit,database,code,cast iron | market for cast iron | GLO | kilogram | test,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | test","aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | test","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | test",zinc | market for zinc | GLO | kilogram | test
0,Score,,,,,,,0.1582766757580861,40.79544578989923,61.58989519853541,16.474816071472066,0.5764008509526153
1,Rest (+),,,,,,,0.013106423916149829,3.3869153962164162,5.689594227344109,1.307843810763254,0.02011344135851434
3,"Radon-222 | ('air', 'low population density, long-term') | emission | kilo Becquerel | biosphere3 | 4ac6979b-55f2-42ae-8d7e-37846e92506c",Radon-222,"('air', 'low population density, long-term')",emission,kg Co-60-Eq,biosphere3,4ac6979b-55f2-42ae-8d7e-37846e92506c,0.14517025184193622,37.40853039368284,55.9003009711913,15.166972260708812,0.5235656558257282
4,"Carbon-14 | ('air', 'non-urban air or from high stacks') | emission | kilo Becquerel | biosphere3 | 19256c0f-bea8-4e61-9499-8cc2f84953f8",Carbon-14,"('air', 'non-urban air or from high stacks')",emission,kg Co-60-Eq,biosphere3,19256c0f-bea8-4e61-9499-8cc2f84953f8,,,,,0.03272175376837256
