,index,name,categories,type,unit,database,code,cast iron | market for cast iron | GLO | kilogram | test,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | test","aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | test","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | test",zinc | market for zinc | GLO | kilogram | test
0,Score,,,,,,,5.5393800277041825,1532.3099603631713,4063.168221299894,685.9127026730755,3.236067057643078
1,Rest (+),,,,,,,0.34663318382778296,49.846020867204516,205.62369757275974,36.534431533805446,0.1262581936936673
3,"Carbon dioxide, fossil | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | aa7cac3a-3625-41d4-bc54-33e2cf11ec46","Carbon dioxide, fossil","('air', 'non-urban air or from high stacks')",emission,kg CO2-Eq,biosphere3,aa7cac3a-3625-41d4-bc54-33e2cf11ec46,1.7164032337958943,407.0720822077295,2357.673938882802,142.53570623301684,1.880745749380997
4,"Carbon dioxide, fossil | ('air',) | emission | kilogram | biosphere3 | 349b29d1-3e58-4c66-98b9-9d1a076efd2e","Carbon dioxide, fossil","('air',)",emission,kg CO2-Eq,biosphere3,349b29d1-3e58-4c66-98b9-9d1a076efd2e,2.7682290372784677,750.4714110378534,394.36651280382904,35.314977642097595,0.5021463772472563
5,"Carbon dioxide, fossil | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | f9749677-9c9f-4678-ab55-c607dfdc2cb9","Carbon dioxide, fossil","('air', 'urban air close to ground')",emission,kg CO2-Eq,biosphere3,f9749677-9c9f-4678-ab55-c607dfdc2cb9,,150.23359489919415,599.469424758147,363.6422788618444,0.33310230934924423
6,"Methane, fossil | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 70ef743b-3ed5-4a6d-b192-fb6d62378555","Methane, fossil","('air', 'non-urban air or from high stacks')",emission,kg CO2-Eq,biosphere3,70ef743b-3ed5-4a6d-b192-fb6d62378555,0.7081145728020368,174.6868513511901,506.03464728235514,,0.21438306670881288
7,"Methane, fossil | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 5f7aad3d-566c-4d0d-ad59-e765f971aa0f","Methane, fossil","('air', 'urban air close to ground')",emission,kg CO2-Eq,biosphere3,5f7aad3d-566c-4d0d-ad59-e765f971aa0f,,,,107.88530840231125,
8,"Carbon dioxide, non-fossil | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 73ed05cc-9727-4abf-9516-4b5c0fe54a16","Carbon dioxide, non-fossil","('air', 'urban air close to ground')",emission,kg CO2-Eq,biosphere3,73ed05cc-9727-4abf-9516-4b5c0fe54a16,,,,,0.17943136126310003
