,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?",copper-rich materials | market for copper-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?,lithium | market for lithium | GLO | kilogram | ecoinvent 3;9 ?,manganese | market for manganese | GLO | kilogram | ecoinvent 3;9 ?,nickel-rich materials | market for nickel-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"phosphoric acid, industrial grade, without water, in 85% solution state | market for phosphoric acid, industrial grade, without water, in 85% solution state | GLO | kilogram | ecoinvent 3;9 ?"
0,Score,,,,,,,8.978518869806819e-07,1.9037205496434333e-09,2.2334929053026706e-06,1.515291098016613e-05,4.351817176958863e-07,3.1813864006784358e-09,6.079049548970519e-07,7.468290489061403e-09,1.1830266052632214e-07,5.821925483981475e-08
1,Rest (+),,,,,,,1.1809860724848231e-07,2.878819967014573e-10,2.2240680573494613e-07,1.2995078252379925e-07,2.918446110501407e-08,2.208646402999394e-10,8.416671946898579e-08,1.3047047249535502e-09,1.4636310937815794e-08,6.909442940184411e-09
3,"Carbon disulfide | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 15f9ebbb-b1b5-4bf7-88c6-d99424f5eced",Carbon disulfide,"('air', 'non-urban air or from high stacks')",emission,CTUh,biosphere3,15f9ebbb-b1b5-4bf7-88c6-d99424f5eced,4.6522666255692893e-07,2.5762059464382807e-10,9.091987831577028e-07,1.502296019764233e-05,9.621034240948946e-08,2.462467094025461e-09,3.8402101338071414e-07,1.4469331742456494e-09,3.863922671798822e-08,5.130981189963034e-08
4,"Methane, fossil | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 70ef743b-3ed5-4a6d-b192-fb6d62378555","Methane, fossil","('air', 'non-urban air or from high stacks')",emission,CTUh,biosphere3,70ef743b-3ed5-4a6d-b192-fb6d62378555,2.3422392297664193e-07,9.245025577594993e-10,1.1018873164100217e-06,,3.7112226605030745e-08,3.17718592795886e-10,1.0110358153630892e-07,3.34261524441426e-09,1.5836532218348783e-08,
5,"Methane, fossil | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 5f7aad3d-566c-4d0d-ad59-e765f971aa0f","Methane, fossil","('air', 'urban air close to ground')",emission,CTUh,biosphere3,5f7aad3d-566c-4d0d-ad59-e765f971aa0f,,,,,1.6822562990178539e-07,,,,,
6,"NMVOC, non-methane volatile organic compounds | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 175baa64-d985-4c5e-84ef-67cc3a1cf952","NMVOC, non-methane volatile organic compounds","('air', 'urban air close to ground')",emission,CTUh,biosphere3,175baa64-d985-4c5e-84ef-67cc3a1cf952,,,,,7.48995765442311e-08,,,,,
7,"Acrolein | ('air',) | emission | kilogram | biosphere3 | d896ced7-a107-4017-b284-d95a8ef3e735",Acrolein,"('air',)",emission,CTUh,biosphere3,d896ced7-a107-4017-b284-d95a8ef3e735,8.030269419862892e-08,3.093427290681426e-10,,,2.9549481130335468e-08,1.8033607355714895e-10,,1.3740373454479435e-09,1.849994166823174e-08,
8,"Monoethanolamine | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | b9f74a13-1d9c-444e-ba61-1ea1abac70b7",Monoethanolamine,"('air', 'urban air close to ground')",emission,CTUh,biosphere3,b9f74a13-1d9c-444e-ba61-1ea1abac70b7,,,,,,,3.861364051104322e-08,,3.069064898393759e-08,
9,"NMVOC, non-methane volatile organic compounds | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 33b38ccb-593b-4b11-b965-10d747ba3556","NMVOC, non-methane volatile organic compounds","('air', 'non-urban air or from high stacks')",emission,CTUh,biosphere3,33b38ccb-593b-4b11-b965-10d747ba3556,,1.2437267147050558e-10,,,,,,,,
