,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?
0,Score,,,,,,,1.4351582644535144,0.005094047033376346,10.988868775396098,1.3357661684869369,0.03036696823950471
1,Rest (+),,,,,,,0.0523632723661025,9.866695894771016e-05,0.05325671709357316,0.00016189733181493082,0.00042785109562108736
3,"Methane, non-fossil | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 57bdb443-d4a6-423d-8024-959b8261d02e","Methane, non-fossil","('air', 'non-urban air or from high stacks')",emission,kg CO2-Eq,biosphere3,57bdb443-d4a6-423d-8024-959b8261d02e,1.3827949920874119,0.004995380074428636,10.935612058302524,0.9921864806126386,0.02993911714388362
4,"Methane, non-fossil | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | baf58fc9-573c-419c-8c16-831ac03203b9","Methane, non-fossil","('air', 'urban air close to ground')",emission,kg CO2-Eq,biosphere3,baf58fc9-573c-419c-8c16-831ac03203b9,,,,0.3434177905424831,
