,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?
0,Score,,,,,,,1.09102096119667,0.0059099847941765545,26.874312370891708,0.4794385849257301,0.017401277655571555
1,Rest (+),,,,,,,0.01404639635167615,6.808563349183262e-05,0.06630694160824646,0.005344134128529965,4.6646698584205254e-05
2,Rest (-),,,,,,,-0.024271922766309458,-0.0001327234668853251,-0.04074600368255626,-0.010823391980740463,-1.5700358404055937e-05
3,"Carbon dioxide, from soil or biomass stock | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 78eb1859-abd9-44c6-9ce3-f3b5b33d619c","Carbon dioxide, from soil or biomass stock","('air', 'non-urban air or from high stacks')",emission,kg CO2-Eq,biosphere3,78eb1859-abd9-44c6-9ce3-f3b5b33d619c,1.101246487611303,0.005974622627570047,26.84875143296602,0.4849178427779406,0.017370331315391407
