,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?",copper-rich materials | market for copper-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?,lithium | market for lithium | GLO | kilogram | ecoinvent 3;9 ?,manganese | market for manganese | GLO | kilogram | ecoinvent 3;9 ?,nickel-rich materials | market for nickel-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"phosphoric acid, industrial grade, without water, in 85% solution state | market for phosphoric acid, industrial grade, without water, in 85% solution state | GLO | kilogram | ecoinvent 3;9 ?"
0,Score,,,,,,,1.7362280039675255,0.005511308144435112,7.257933771963986,0.9031408586924291,0.5986148195495884,0.007971921207413836,1.9385290561591941,0.043637429902553204,0.33274855833798844,0.02787233319492922
1,Rest (+),,,,,,,0.09919124374018162,0.0004220818802565113,0.1052504021605758,0.11219854788882377,0.038943456721849956,0.0006301439471198119,0.08810689650778558,0.002441020800377433,0.0392596702783109,0.0029300724927594397
3,"Nitrogen oxides | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 77357947-ccc5-438e-9996-95e65e1e1bce",Nitrogen oxides,"('air', 'non-urban air or from high stacks')",emission,kg N-Eq,biosphere3,77357947-ccc5-438e-9996-95e65e1e1bce,0.5820361799166585,0.0023164328402496804,4.965224792151356,0.14753308157850978,0.1685797876563712,0.0019783134066907447,0.5384862238366148,0.025615311272580616,0.051240383456054577,0.00973265761940115
4,"Ammonium | ('water',) | emission | kilogram | biosphere3 | fb005c47-7b90-41f3-a5ca-f0eb11db354a",Ammonium,"('water',)",emission,kg N-Eq,biosphere3,fb005c47-7b90-41f3-a5ca-f0eb11db354a,,,,,,,0.9497375819279857,,,
5,"Nitrogen oxides | ('air',) | emission | kilogram | biosphere3 | c1b91234-6f24-417b-8309-46111d09c457",Nitrogen oxides,"('air',)",emission,kg N-Eq,biosphere3,c1b91234-6f24-417b-8309-46111d09c457,0.624918940739317,0.0023831353284266524,0.8897858851639399,0.5421542369648131,0.08227999229230236,0.004916167803191486,0.14857548577091514,0.00860810207510862,0.22424909626824294,0.012610373817402364
6,"Nitrogen oxides | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | d068f3e2-b033-417b-a359-ca4f25da9731",Nitrogen oxides,"('air', 'urban air close to ground')",emission,kg N-Eq,biosphere3,d068f3e2-b033-417b-a359-ca4f25da9731,0.1467308784038169,,0.8571654214270119,0.04527886814013883,0.3088115828790649,,0.09869269840812855,0.006972995754486536,,0.002599229265366265
7,"Nitrate | ('water', 'ground-, long-term') | emission | kilogram | biosphere3 | b61057a3-a0bc-4158-882e-b819c4797419",Nitrate,"('water', 'ground-, long-term')",emission,kg N-Eq,biosphere3,b61057a3-a0bc-4158-882e-b819c4797419,0.10518797241119461,0.000389658095502268,0.4405072710611014,,,0.00044729605041179553,0.11493016970776448,,,
8,"Nitrogen | ('water', 'surface water') | emission | kilogram | biosphere3 | ae70ca6c-807a-482b-9ddc-e449b4893fe3",Nitrogen,"('water', 'surface water')",emission,kg N-Eq,biosphere3,ae70ca6c-807a-482b-9ddc-e449b4893fe3,0.1781627887563569,,,0.05597612412014349,,,,,,
9,"Ammonium | ('water', 'surface water') | emission | kilogram | biosphere3 | 13331e67-6006-48c4-bdb4-340c12010036",Ammonium,"('water', 'surface water')",emission,kg N-Eq,biosphere3,13331e67-6006-48c4-bdb4-340c12010036,,,,,,,,,0.017999408335380017,
