,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?",copper-rich materials | market for copper-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?,lithium | market for lithium | GLO | kilogram | ecoinvent 3;9 ?,manganese | market for manganese | GLO | kilogram | ecoinvent 3;9 ?,nickel-rich materials | market for nickel-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"phosphoric acid, industrial grade, without water, in 85% solution state | market for phosphoric acid, industrial grade, without water, in 85% solution state | GLO | kilogram | ecoinvent 3;9 ?"
0,Score,,,,,,,15926.753632719203,60.70304611394225,62890.22826168404,4477.379785896438,23737.474064706257,51.54833401261598,8156.424278020195,282.7793606988332,1564.6116347664863,227.15438384290496
1,Rest (+),,,,,,,1345.9828287656383,5.060314053129005,5040.170475651845,175.993052085636,1000.4868620577872,0.2526316544117151,451.03439233281733,2.5387132143470126,23.082760998285494,7.641776839890355
3,"Coal, hard, unspecified | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | b6d0042d-0ef8-49ed-9162-a07ff1ccf750","Coal, hard, unspecified","('natural resource', 'in ground')",natural resource,"MJ, net calorific value",biosphere3,b6d0042d-0ef8-49ed-9162-a07ff1ccf750,9989.73660720636,37.54350359445123,39376.46067047749,954.8958987893178,1823.1577112670193,10.951334376713675,2936.2009872161984,133.03156356887058,193.6602350100897,49.9090600808847
4,"Oil, crude | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | 88d06db9-59a1-4719-9174-afeb1fa4026a","Oil, crude","('natural resource', 'in ground')",natural resource,"MJ, net calorific value",biosphere3,88d06db9-59a1-4719-9174-afeb1fa4026a,2635.421625581345,8.992070437076105,9272.470871601561,952.4900311495579,13478.22327400058,8.191252714151789,1321.2013079231208,46.45681299768276,890.7033016825011,87.48223611804809
5,"Gas, natural | ('natural resource', 'in ground') | natural resource | standard cubic meter | biosphere3 | 7c337428-fb1b-45c7-bbb2-2ee4d29e17ba","Gas, natural","('natural resource', 'in ground')",natural resource,"MJ, net calorific value",biosphere3,7c337428-fb1b-45c7-bbb2-2ee4d29e17ba,1955.61257116586,9.107158029285909,9201.126243953146,1444.7736526542333,7435.606217380871,15.484141906788313,2602.2095603159273,47.09037516632894,309.5920408172355,65.83737476135406
6,"Uranium | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | 2ba5e39b-adb6-4767-a51d-90c1cf32fe98",Uranium,"('natural resource', 'in ground')",natural resource,"MJ, net calorific value",biosphere3,2ba5e39b-adb6-4767-a51d-90c1cf32fe98,,,,949.2271512176932,,12.043224704956229,845.7780302321295,38.11805490081302,147.5732962583743,16.28393604272777
7,"Coal, brown | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | 024c9722-1e88-412b-8c4b-10c532be8dca","Coal, brown","('natural resource', 'in ground')",natural resource,"MJ, net calorific value",biosphere3,024c9722-1e88-412b-8c4b-10c532be8dca,,,,,,4.625748655594259,,15.54384085079089,,
