,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?",copper-rich materials | market for copper-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?,lithium | market for lithium | GLO | kilogram | ecoinvent 3;9 ?,manganese | market for manganese | GLO | kilogram | ecoinvent 3;9 ?,nickel-rich materials | market for nickel-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"phosphoric acid, industrial grade, without water, in 85% solution state | market for phosphoric acid, industrial grade, without water, in 85% solution state | GLO | kilogram | ecoinvent 3;9 ?"
0,Score,,,,,,,0.7325385150979894,0.0020111696885221023,2.157227882341642,1.0231518790665357,0.1269731986524216,0.003969615433318185,0.36991842420097726,0.011502505839932984,0.3224264449530575,0.028310050297485366
1,Rest (+),,,,,,,0.0332674460332647,1.5297214006084175e-05,0.0028808017571284594,0.010753299748382128,0.0013450539774157166,6.000236968077902e-06,0.007486545582694182,1.614239017232698e-05,0.001944519983477333,0.0013373630587958651
3,"Phosphate | ('water', 'ground-, long-term') | emission | kilogram | biosphere3 | 490b267b-f429-4d9a-ac79-224e37fb4d58",Phosphate,"('water', 'ground-, long-term')",emission,kg P-Eq,biosphere3,490b267b-f429-4d9a-ac79-224e37fb4d58,0.6362393451938451,0.0017667583478901687,1.9444766110058842,0.9557794153255472,0.11225185915216672,0.003636086825733762,0.23770856137689092,0.01042421790996915,0.2957271148626174,0.026972687238689504
4,"Phosphorus | ('water',) | emission | kilogram | biosphere3 | 2d4b8ec1-8d53-4e62-8a11-ebc45909b02e",Phosphorus,"('water',)",emission,kg P-Eq,biosphere3,2d4b8ec1-8d53-4e62-8a11-ebc45909b02e,,,,,,,0.10040488644327515,,,
5,"Phosphate | ('water', 'ground-') | emission | kilogram | biosphere3 | 329fc7d8-4011-4327-84e4-34ff76f0e42d",Phosphate,"('water', 'ground-')",emission,kg P-Eq,biosphere3,329fc7d8-4011-4327-84e4-34ff76f0e42d,0.06303172387087971,0.0002291141266258495,0.2098704695786299,0.05661916399260633,0.01337628552283917,0.0003275283706163454,0.024318430798117012,0.0010621455397915056,0.024754810106962802,
