,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?",copper-rich materials | market for copper-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?,lithium | market for lithium | GLO | kilogram | ecoinvent 3;9 ?,manganese | market for manganese | GLO | kilogram | ecoinvent 3;9 ?,nickel-rich materials | market for nickel-rich materials | GLO | kilogram | ecoinvent 3;9 ?,"phosphoric acid, industrial grade, without water, in 85% solution state | market for phosphoric acid, industrial grade, without water, in 85% solution state | GLO | kilogram | ecoinvent 3;9 ?"
0,Score,,,,,,,2.6261035510083936e-05,1.0406149818489596e-07,6.612423547890664e-05,6.079588862230748e-06,4.0817617722622374e-06,5.397476000541865e-08,3.4623194809678775e-05,1.4956555408915318e-07,2.128343172754247e-06,5.65334152611803e-07
1,Rest (+),,,,,,,1.839510651774071e-06,7.172247215971553e-09,8.35866779649731e-06,6.710783621170094e-07,5.439084151007395e-07,5.177980951548576e-09,2.492429232730213e-06,2.0341670877416845e-08,2.304388437295045e-07,3.779676371882868e-08
3,"Methane, tetrachloro-, R-10 | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 5c97dd6c-aaa5-4477-aaf8-dbd0674499c4","Methane, tetrachloro-, R-10","('air', 'urban air close to ground')",emission,kg CFC-11-Eq,biosphere3,5c97dd6c-aaa5-4477-aaf8-dbd0674499c4,,,3.528789728069368e-05,2.0513794715783496e-06,9.192536871529456e-07,1.289388630705475e-08,2.7900578502855243e-05,,4.798013288724469e-07,3.4895233495345184e-07
4,"Methane, chlorodifluoro-, HCFC-22 | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 56b7d3b6-83d7-42b0-a65b-5ad23e29db47","Methane, chlorodifluoro-, HCFC-22","('air', 'non-urban air or from high stacks')",emission,kg CFC-11-Eq,biosphere3,56b7d3b6-83d7-42b0-a65b-5ad23e29db47,1.903867189216543e-05,7.587389888894932e-08,,,,,,,,
5,"Methane, bromotrifluoro-, Halon 1301 | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 82957257-07f3-4536-ac8b-175cb2353c75","Methane, bromotrifluoro-, Halon 1301","('air', 'non-urban air or from high stacks')",emission,kg CFC-11-Eq,biosphere3,82957257-07f3-4536-ac8b-175cb2353c75,5.382852966144439e-06,2.1015352079975103e-08,2.2477670401715656e-05,2.884826573756542e-06,1.992007715391923e-06,3.1835260411438946e-08,4.230187074093325e-06,1.1140388223505555e-07,1.4181030001522962e-06,1.7858505393952242e-07
6,"Methane, dichlorodifluoro-, CFC-12 | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | 31a3e44c-4098-461e-aba2-f79540e05087","Methane, dichlorodifluoro-, CFC-12","('air', 'urban air close to ground')",emission,kg CFC-11-Eq,biosphere3,31a3e44c-4098-461e-aba2-f79540e05087,,,,,3.631835986332071e-07,,,,,
7,"Methane, bromo-, Halon 1001 | ('air',) | emission | kilogram | biosphere3 | 8c283de2-50d3-40c8-8bff-1e172c3398f8","Methane, bromo-, Halon 1001","('air',)",emission,kg CFC-11-Eq,biosphere3,8c283de2-50d3-40c8-8bff-1e172c3398f8,,,,4.7230445477884587e-07,,,,7.687906995052159e-09,,
8,"Methane, tetrachloro-, R-10 | ('air',) | emission | kilogram | biosphere3 | 86d12e70-0c64-4ecf-ba52-114fa0c5d402","Methane, tetrachloro-, R-10","('air',)",emission,kg CFC-11-Eq,biosphere3,86d12e70-0c64-4ecf-ba52-114fa0c5d402,,,,,2.634083559834226e-07,,,,,
9,"Methane, bromochlorodifluoro-, Halon 1211 | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 494eb62d-3e16-4a81-b344-6d6dfd9fd4e2","Methane, bromochlorodifluoro-, Halon 1211","('air', 'non-urban air or from high stacks')",emission,kg CFC-11-Eq,biosphere3,494eb62d-3e16-4a81-b344-6d6dfd9fd4e2,,,,,,4.067632335376376e-09,,1.0132093981628649e-08,,
