,index,name,categories,type,unit,database,code,cast iron | market for cast iron | GLO | kilogram | test,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | test","aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | test","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | test",zinc | market for zinc | GLO | kilogram | test,copper-rich materials | market for copper-rich materials | GLO | kilogram | test,lithium | market for lithium | GLO | kilogram | test,manganese | market for manganese | GLO | kilogram | test,nickel-rich materials | market for nickel-rich materials | GLO | kilogram | test,"phosphoric acid, industrial grade, without water, in 85% solution state | market for phosphoric acid, industrial grade, without water, in 85% solution state | GLO | kilogram | test"
0,Score,,,,,,,1.5687570083587958,366.9002393638566,2069.353189645739,624.4227949889795,1.0725969874702268,122.28474155189322,273.8450385895663,8.965218122990452,52.27888419752451,7.831051156679287
1,Rest (+),,,,,,,0.057667540649704696,13.758391782378794,107.2993834263516,4.533853844066243,0.006763496978021699,6.1298636538380435,2.1312227541845346,0.09315280487803612,0.8594721651982624,0.2857342086644685
3,"Coal, hard, unspecified | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | b6d0042d-0ef8-49ed-9162-a07ff1ccf750","Coal, hard, unspecified","('natural resource', 'in ground')",natural resource,kg oil-Eq,biosphere3,b6d0042d-0ef8-49ed-9162-a07ff1ccf750,1.021450080684592,242.45442844514722,1337.9462335483972,50.051333699082335,0.29795411487252343,33.192717389682194,110.18693986345086,4.884545009375737,7.1977409281046585,1.862236918433568
4,"Oil, crude | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | 88d06db9-59a1-4719-9174-afeb1fa4026a","Oil, crude","('natural resource', 'in ground')",natural resource,kg oil-Eq,biosphere3,88d06db9-59a1-4719-9174-afeb1fa4026a,0.24172231507872075,63.197643595188,311.29500957350604,365.59374683887387,0.22019495769246317,32.713116170443264,48.98781095556789,1.6853632909895535,32.70871744578212,3.2251514485642034
5,"Gas, natural | ('natural resource', 'in ground') | natural resource | standard cubic meter | biosphere3 | 7c337428-fb1b-45c7-bbb2-2ee4d29e17ba","Gas, natural","('natural resource', 'in ground')",natural resource,kg oil-Eq,biosphere3,7c337428-fb1b-45c7-bbb2-2ee4d29e17ba,0.24791707194577825,47.48977554114262,312.81256309748426,204.24386060695716,0.4215127387467628,50.249044337929696,97.70748235592608,1.7299867783389091,11.512953658439473,2.4579285810170464
6,"Coal, brown | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | 024c9722-1e88-412b-8c4b-10c532be8dca","Coal, brown","('natural resource', 'in ground')",natural resource,kg oil-Eq,biosphere3,024c9722-1e88-412b-8c4b-10c532be8dca,,,,,0.1261716791804556,,14.831582660436924,0.5721702394082158,,
