,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?
0,Score,,,,,,,549.5339782743491,1.4982968132196635,2359.2363540783435,358.57557954288467,5.847770909597448
1,Rest (+),,,,,,,11.32802743984962,0.04139650825808738,107.8206668532398,5.880879690138784,0.01603415949166731
3,"Water | ('air',) | emission | cubic meter | biosphere3 | 075e433b-4be4-448e-9510-9a5029c1ce94",Water,"('air',)",emission,m3 world eq. deprived,biosphere3,075e433b-4be4-448e-9510-9a5029c1ce94,538.2059508344994,1.4569003049615763,2251.4156872251037,352.6946998527458,5.499293146232316
4,"Water | ('air', 'non-urban air or from high stacks') | emission | cubic meter | biosphere3 | 09872080-d143-4fb1-a3a5-647b077107ff",Water,"('air', 'non-urban air or from high stacks')",emission,m3 world eq. deprived,biosphere3,09872080-d143-4fb1-a3a5-647b077107ff,,,,,0.33244360387346394
