,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?
0,Score,,,,,,,1.3455510771427954e-05,1.0943550233358092e-07,1.2620656498359653e-05,3.08478463854e-07,2.4889695080122466e-08
1,Rest (+),,,,,,,7.047780656065204e-07,2.776298521281698e-09,1.7083448747277726e-06,7.69841494655749e-08,3.206381079601567e-09
3,"Chromium VI | ('water', 'surface water') | emission | kilogram | biosphere3 | 8216fc31-15a1-4d33-858f-e09650b14c63",Chromium VI,"('water', 'surface water')",emission,CTUh,biosphere3,8216fc31-15a1-4d33-858f-e09650b14c63,7.43906325062851e-06,6.756489312568422e-08,5.487658335766749e-06,1.070888738675823e-07,1.775045212555216e-08
4,"Benzo(a)pyrene | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 81c4ba39-8a3f-4a43-97b4-401605bbebf5",Benzo(a)pyrene,"('air', 'non-urban air or from high stacks')",emission,CTUh,biosphere3,81c4ba39-8a3f-4a43-97b4-401605bbebf5,5.3116694551929255e-06,2.84321628389623e-08,,4.8351610329445395e-08,
5,"Benzo(a)pyrene | ('air',) | emission | kilogram | biosphere3 | 5e13c2ab-5466-4ff5-816d-702dfdf25f76",Benzo(a)pyrene,"('air',)",emission,CTUh,biosphere3,5e13c2ab-5466-4ff5-816d-702dfdf25f76,,,2.6472771920099907e-06,,
6,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin | ('air',) | emission | kilogram | biosphere3 | 082903e4-45d8-4078-94cb-736b15279277","Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","('air',)",emission,CTUh,biosphere3,082903e4-45d8-4078-94cb-736b15279277,,,1.2592151158297669e-06,,
7,"Arsenic ion | ('water', 'surface water') | emission | kilogram | biosphere3 | 8c8ffaa5-84ed-4668-ba7d-80fd0f47013f",Arsenic ion,"('water', 'surface water')",emission,CTUh,biosphere3,8c8ffaa5-84ed-4668-ba7d-80fd0f47013f,,,1.5181609800253742e-06,2.494941429928631e-08,3.93286187496875e-09
8,"Chromium III | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 4d40d8e3-9bc7-4ab1-ac5c-4f4a76fda8e5",Chromium III,"('air', 'non-urban air or from high stacks')",emission,CTUh,biosphere3,4d40d8e3-9bc7-4ab1-ac5c-4f4a76fda8e5,,,,5.110441589211111e-08,
9,"Mercury II | ('air',) | emission | kilogram | biosphere3 | 71234253-b3a7-4dfe-b166-a484ad15bee7",Mercury II,"('air',)",emission,CTUh,biosphere3,71234253-b3a7-4dfe-b166-a484ad15bee7,,1.0662147847652723e-08,,,
