,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?
0,Score,,,,,,,0.011920587067989444,1.032327141740393e-05,0.028059136860218513,0.0038463968513929793,0.00245174946843812
1,Rest (+),,,,,,,0.0022540721514775035,1.7425023508324336e-06,0.00660853345001659,0.0005561295873971164,0.00021429541969708978
3,"Tellurium | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | 7b6da1f2-e191-5a77-ae06-af96201f5803",Tellurium,"('natural resource', 'in ground')",natural resource,kg Sb-Eq,biosphere3,7b6da1f2-e191-5a77-ae06-af96201f5803,0.006364911549568382,4.584069195614211e-06,0.017336318599268815,0.0016932323604778542,
4,"Copper | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | a9ac40a0-9bea-4c48-afa7-66aa6eb90624",Copper,"('natural resource', 'in ground')",natural resource,kg Sb-Eq,biosphere3,a9ac40a0-9bea-4c48-afa7-66aa6eb90624,0.0016265607514339313,1.1016290136237505e-06,0.004114284810933119,0.0004057907143023207,
5,"Molybdenum | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | e5a3dff5-72dc-5287-893c-597dd4a19566",Molybdenum,"('natural resource', 'in ground')",natural resource,kg Sb-Eq,biosphere3,e5a3dff5-72dc-5287-893c-597dd4a19566,0.0009077968917978112,,,,
6,"Lead | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | fbcb9c7a-eea7-4694-ba6c-568e01d28883",Lead,"('natural resource', 'in ground')",natural resource,kg Sb-Eq,biosphere3,fbcb9c7a-eea7-4694-ba6c-568e01d28883,,6.142203779792964e-07,,,0.0012212054703716834
7,"Nickel | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | 974213ef-1ba0-40e5-bc7b-52ef099e9e09",Nickel,"('natural resource', 'in ground')",natural resource,kg Sb-Eq,biosphere3,974213ef-1ba0-40e5-bc7b-52ef099e9e09,0.0007672457237118174,,,,
8,"Gold | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | d080e6a4-42c6-484e-b5d7-d74693aec7d9",Gold,"('natural resource', 'in ground')",natural resource,kg Sb-Eq,biosphere3,d080e6a4-42c6-484e-b5d7-d74693aec7d9,,7.841521441791094e-07,,0.0009528261121506319,
9,"Zinc | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | be73218b-18af-492e-96e6-addd309d1e32",Zinc,"('natural resource', 'in ground')",natural resource,kg Sb-Eq,biosphere3,be73218b-18af-492e-96e6-addd309d1e32,,,,,0.0004810442250721941
10,"Silver | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | 361a64cb-ab76-4a72-9ea1-c07d6a20c124",Silver,"('natural resource', 'in ground')",natural resource,kg Sb-Eq,biosphere3,361a64cb-ab76-4a72-9ea1-c07d6a20c124,,6.354192597300692e-07,,0.000238418077065057,0.0005352043532971529
11,"Chromium | ('natural resource', 'in ground') | natural resource | kilogram | biosphere3 | e189e2d4-3d3f-4ada-b302-91611784311f",Chromium,"('natural resource', 'in ground')",natural resource,kg Sb-Eq,biosphere3,e189e2d4-3d3f-4ada-b302-91611784311f,,8.612790754450652e-07,,,
