,index,name,categories,type,unit,database,code,cast iron | market for cast iron | GLO | kilogram | test,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | test","aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | test","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | test",zinc | market for zinc | GLO | kilogram | test,copper-rich materials | market for copper-rich materials | GLO | kilogram | test,lithium | market for lithium | GLO | kilogram | test,manganese | market for manganese | GLO | kilogram | test,nickel-rich materials | market for nickel-rich materials | GLO | kilogram | test,"phosphoric acid, industrial grade, without water, in 85% solution state | market for phosphoric acid, industrial grade, without water, in 85% solution state | GLO | kilogram | test"
0,Score,,,,,,,0.1582766757580861,41.896537444147505,102.72160842552944,18.4611414134226,0.6542928578381034,53.84412926746761,45.3309915943959,2.0410515088999657,8.35080971671429,0.9248446923596425
1,Rest (+),,,,,,,0.013106423916149829,3.478330116762045,9.489288274276717,1.4655271070964062,0.02283147397452978,2.311739681625916,3.700418512396972,0.15864561782201503,0.35649506403286324,0.05343632497055517
3,"Radon-222 | ('air', 'low population density, long-term') | emission | kilo Becquerel | biosphere3 | 4ac6979b-55f2-42ae-8d7e-37846e92506c",Radon-222,"('air', 'low population density, long-term')",emission,kg Co-60-Eq,biosphere3,4ac6979b-55f2-42ae-8d7e-37846e92506c,0.14517025184193622,38.41820732738545,93.23232015125272,16.995614306326186,0.5943177714778535,46.80107923008778,41.630573081998925,1.882405891077951,7.271117263071729,0.7949550859417714
4,"Carbon-14 | ('air', 'non-urban air or from high stacks') | emission | kilo Becquerel | biosphere3 | 19256c0f-bea8-4e61-9499-8cc2f84953f8",Carbon-14,"('air', 'non-urban air or from high stacks')",emission,kg Co-60-Eq,biosphere3,19256c0f-bea8-4e61-9499-8cc2f84953f8,,,,,0.037143612385720205,4.731310355753936,,,0.7231973896096968,
5,"Radon-222 | ('air', 'non-urban air or from high stacks') | emission | kilo Becquerel | biosphere3 | 1551f1cd-7cb7-4f68-a628-cb9301323c7b",Radon-222,"('air', 'non-urban air or from high stacks')",emission,kg Co-60-Eq,biosphere3,1551f1cd-7cb7-4f68-a628-cb9301323c7b,,,,,,,,,,0.07645328144731599
