,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?
0,Score,,,,,,,490.01766293777723,1.0215660090134062,998.1384574946829,244.8385313101535,4.006805993613068
1,Rest (+),,,,,,,10.101165262248685,0.028224891994150236,45.61643597637067,4.015515914332042,0.010986368540587321
3,"Water | ('air',) | emission | cubic meter | biosphere3 | 075e433b-4be4-448e-9510-9a5029c1ce94",Water,"('air',)",emission,m3 world eq. deprived,biosphere3,075e433b-4be4-448e-9510-9a5029c1ce94,479.91649767552855,0.9933411170192558,952.5220215183122,240.82301539582147,3.768034192788811
4,"Water | ('air', 'non-urban air or from high stacks') | emission | cubic meter | biosphere3 | 09872080-d143-4fb1-a3a5-647b077107ff",Water,"('air', 'non-urban air or from high stacks')",emission,m3 world eq. deprived,biosphere3,09872080-d143-4fb1-a3a5-647b077107ff,,,,,0.22778543228366993
