,index,name,categories,type,unit,database,code,"steel, low-alloyed | market for steel, low-alloyed | GLO | kilogram | ecoinvent 3;9 ?",cast iron | market for cast iron | GLO | kilogram | ecoinvent 3;9 ?,"aluminium, wrought alloy | market for aluminium, wrought alloy | GLO | kilogram | ecoinvent 3;9 ?","polyethylene, high density, granulate | market for polyethylene, high density, granulate | GLO | kilogram | ecoinvent 3;9 ?",zinc | market for zinc | GLO | kilogram | ecoinvent 3;9 ?
0,Score,,,,,,,15.396442231193097,0.057304387289929724,45.27616395474636,5.620497870589608,0.07334785194495827
1,Rest (+),,,,,,,0.14779539299753708,0.005838676370060157,1.2033257838875215,0.15090332283236663,0.006833701456238558
3,"Nitrogen oxides | ('air', 'non-urban air or from high stacks') | emission | kilogram | biosphere3 | 77357947-ccc5-438e-9996-95e65e1e1bce",Nitrogen oxides,"('air', 'non-urban air or from high stacks')",emission,mol N-Eq,biosphere3,77357947-ccc5-438e-9996-95e65e1e1bce,6.206454209440154,0.025367620735068673,32.602176332564696,1.6475080711091572,0.019085676157601365
4,"Nitrogen oxides | ('air',) | emission | kilogram | biosphere3 | c1b91234-6f24-417b-8309-46111d09c457",Nitrogen oxides,"('air',)",emission,mol N-Eq,biosphere3,c1b91234-6f24-417b-8309-46111d09c457,6.663728002038949,0.026098090184800894,5.8424255780316425,0.8041115324494498,0.047428474331118346
5,"Nitrogen oxides | ('air', 'urban air close to ground') | emission | kilogram | biosphere3 | d068f3e2-b033-417b-a359-ca4f25da9731",Nitrogen oxides,"('air', 'urban air close to ground')",emission,mol N-Eq,biosphere3,d068f3e2-b033-417b-a359-ca4f25da9731,1.5646423871014696,,5.628236260262495,3.017974944198634,
6,"Ammonia | ('air',) | emission | kilogram | biosphere3 | 87883a4e-1e3e-4c9d-90c0-f1bea36f8014",Ammonia,"('air',)",emission,mol N-Eq,biosphere3,87883a4e-1e3e-4c9d-90c0-f1bea36f8014,0.813822239614988,,,,
